user_id,doi
83,10.3390/biomedicines9101310
84,10.1007/978-3-030-81484-7_8
85,10.1101/2021.09.21.461257
86,10.7554/elife.65445
87,10.1053/j.gastro.2021.07.027
88,10.1016/j.physa.2021.126442
89,10.1016/j.joi.2021.101218
90,10.1016/j.molcel.2021.08.039
91,10.1016/j.mbs.2021.108713
92,10.3389/fgene.2019.01120
93,10.2139/ssrn.3788167
94,10.2139/ssrn.3762621
95,10.1016/j.neucom.2020.04.161
96,10.1371/journal.pcbi.1007794
97,10.1016/j.tbs.2021.05.003
98,10.1021/acssuschemeng.1c00841
99,10.12688/f1000research.22731.2
100,10.1080/21670811.2020.1839352
101,10.1038/s41592-020-00979-3
102,10.1007/s42001-020-00087-4
103,10.1007/s42001-021-00133-9
104,10.1162/qss_a_00080
105,10.1162/qss_a_00085
106,10.1088/1478-3975/abb09c
107,10.1101/2019.12.11.873398
108,10.1038/s41598-020-71805-1
109,10.1007/s00439-020-02116-8
110,10.1093/bib/bbaa303
111,10.1093/bioinformatics/btaa816
112,10.1111/ejed.12446
113,10.1007/s00607-019-00787-4
114,10.1016/j.cell.2021.01.053
115,10.1016/j.cell.2021.04.032
116,10.1016/j.cell.2021.05.030
117,10.1101/834549
118,10.1162/qss_a_00004
119,10.1162/qss_a_00007
120,10.1162/qss_a_00035
121,10.1016/j.ygeno.2021.01.007
122,10.1093/bioinformatics/btaa151
123,10.1038/s42005-021-00634-z
124,10.1136/jitc-2019-000189
125,10.1016/j.ribaf.2021.101421
126,10.1093/nar/gkab004
127,10.1093/nar/gkab254
128,10.1007/s41109-021-00362-x
129,10.1007/s41109-021-00389-0
130,10.1007/s41109-021-00388-1
131,10.1007/s41109-021-00371-w
132,10.7554/elife.60317
133,10.7554/elife.60108
134,10.7554/elife.61590
135,10.7554/elife.63450
136,10.1080/1206212x.2021.1915444
137,10.1101/2020.06.19.162305
138,10.1101/2020.06.28.176180
139,10.1111/ijcs.12660
140,10.1007/978-3-030-54249-8_14
141,10.1101/2020.03.27.012633
142,10.1371/journal.pone.0229928
143,10.1101/2020.06.03.20121582
144,10.1101/832873
145,10.1101/841981
146,10.1101/859751
147,10.1007/978-3-030-50423-6_23
148,10.1101/2020.11.05.369363
149,10.1101/2020.11.06.371807
150,10.1101/2020.11.09.375550
151,10.1038/s41592-021-01171-x
152,10.1038/s41591-021-01332-7
153,10.1101/2020.11.11.378620
154,10.1101/2020.11.15.383661
155,10.1371/journal.pcbi.1008625
156,10.1101/2020.11.18.20230540
157,10.1038/s41467-020-16317-2
158,10.1101/2020.11.20.20227355
159,10.1101/2020.11.26.399469
160,10.1101/2020.11.29.400614
161,10.1101/2020.11.29.403055
162,10.1101/2020.11.30.405571
163,10.1101/2020.12.01.407262
164,10.1101/2020.12.04.412718
165,10.1101/2020.12.07.20245274
166,10.1101/2020.12.08.417105
167,10.1371/journal.pone.0239177
168,10.1101/2020.12.11.421883
169,10.1186/s12915-020-00874-5
170,10.1108/oir-06-2020-0228
171,10.1101/2020.12.30.424365
172,10.1038/s41592-020-0905-x
173,10.1101/543231
174,10.1016/j.isci.2021.102365
175,10.1016/j.isci.2021.102838
176,10.1101/634097
177,10.1101/375196
178,10.1093/bioinformatics/btab286
179,10.1093/bioinformatics/btab213
180,10.1111/febs.15572
181,10.1101/2020.10.19.343129
182,10.1101/2020.10.20.340364
183,10.1101/2020.10.23.351726
184,10.1101/2020.10.26.20219550
185,10.1101/2020.10.26.20219584
186,10.1101/2020.10.28.358556
187,10.1101/2020.10.29.360479
188,10.1101/2020.10.02.324327
189,10.1128/msphere.01245-20
190,10.1101/2020.10.08.332288
191,10.1681/asn.2020121742
192,10.12688/f1000research.22731.1
193,10.1101/2020.02.06.937110
194,10.1101/2020.02.10.942359
195,10.1101/2020.02.11.943738
196,10.1101/2020.12.03.408500
197,10.1093/ecco-jcc/jjaa236
198,10.1016/j.celrep.2021.109046
199,10.1016/j.celrep.2021.109039
200,10.1016/j.cels.2021.04.005
201,10.1101/2020.03.30.015925
202,10.3233/jifs-189871
203,10.1007/s11192-020-03555-w
204,10.1007/s11192-020-03624-0
205,10.1101/2020.04.01.020685
206,10.1101/2020.04.02.021295
207,10.1101/2020.04.02.022566
208,10.1038/s41586-020-2797-4
209,10.1038/s41586-020-2907-3
210,10.1101/2020.08.25.267336
211,10.1038/s41597-020-00749-y
212,10.1080/13683500.2021.1937960
213,10.1016/j.drugalcdep.2021.108509
214,10.1007/978-3-030-76640-5_10
215,10.1371/journal.pone.0248881
216,10.1007/s41745-020-00178-1
217,10.1186/s12859-021-04150-3
218,10.1186/s12859-021-03957-4
219,10.1186/s12859-021-04021-x
220,10.1186/s12859-021-04302-5
221,10.1186/s12859-021-04210-8
222,10.1007/s41109-020-00296-w
223,10.1007/s41109-020-00302-1
224,10.1007/s41109-020-00317-8
225,10.1074/mcp.ra120.002275
226,10.1126/sciimmunol.abc3979
227,10.1186/s12859-020-3482-1
228,10.1101/662502
229,10.3390/info12060221
230,10.1126/sciadv.abf1444
231,10.1002/cyto.a.24317
232,10.1093/jamia/ocaa338
233,10.1017/jch.2020.16
234,10.1080/1350178x.2020.1868774
235,10.1103/physreve.103.052306
236,10.1101/2020.06.24.169003
237,10.1111/exd.14244
238,10.1126/sciimmunol.abf1968
239,10.3389/fimmu.2021.665312
240,10.1038/s41586-020-2496-1
241,10.1146/annurev-biodatasci-012220-100601
242,10.1038/s41467-020-17929-4
243,10.1038/s41467-020-18783-0
244,10.1101/2020.05.10.087585
245,10.1101/2020.05.10.087643
246,10.1371/journal.pone.0252753
247,10.1101/2020.05.22.111211
248,10.1111/tgis.12722
249,10.1016/j.neuron.2021.06.007
250,10.1126/scisignal.abc5763
251,10.1038/s41598-021-93572-3
252,10.1101/800631
253,10.3390/ijms22031399
254,10.1101/820928
255,10.1101/823682
256,10.1161/atvbaha.120.314654
257,10.1161/atvbaha.120.315607
258,10.1016/j.ecss.2021.107471
259,10.1177/14614448211017920
260,10.1038/s41598-021-86750-w
261,10.1007/s10588-021-09332-1
262,10.2139/ssrn.3697216
263,10.7554/elife.58534
264,10.1093/bioinformatics/btaa042
265,10.1093/bioinformatics/btaa269
266,10.1101/2021.04.16.440230
267,10.1101/2021.04.19.440534
268,10.1101/2021.04.22.440941
269,10.1101/2021.04.26.441547
270,10.1101/2021.04.27.441649
271,10.1101/2021.04.28.441762
272,10.1101/2021.05.02.441899
273,10.1101/2021.05.04.21256640
274,10.3390/cells10040871
275,10.1038/s41586-020-2222-z
276,10.1038/s41586-020-2266-0
277,10.3390/s21072436
278,10.1016/j.xpro.2021.100450
279,10.1093/nar/gkaa486
280,10.1002/asi.24472
281,10.1080/13645579.2019.1704356
282,10.1080/22221751.2020.1799723
283,10.1093/bib/bbaa222
284,10.1101/2020.07.02.184549
285,10.7554/elife.54129
286,10.1101/2020.04.12.037580
287,10.1101/2020.04.14.040519
288,10.1101/2020.04.19.047274
289,10.1101/2020.04.20.046144
290,10.1038/s41598-021-80999-x
291,10.1101/532846
292,10.1162/qss_a_00027
293,10.1038/s43018-021-00222-8
294,10.1038/s43588-021-00070-7
295,10.1038/s41598-020-74798-z
296,10.1038/s41598-020-74964-3
297,10.1101/2020.06.04.105700
298,10.2478/jdis-2019-0012
299,10.1101/2020.06.12.148957
300,10.1007/978-3-030-74251-5_28
301,10.1101/2021.02.17.431699
302,10.3389/fimmu.2020.01659
303,10.3389/fgene.2021.679616
304,10.1186/s42238-020-00028-y
305,10.1111/jne.13014
306,10.1007/978-3-030-76228-5_28
307,10.1016/j.eswa.2021.115377
308,10.1007/978-3-030-74837-1_13
309,10.1186/s13099-020-00370-9
310,10.1038/s41587-021-00926-3
311,10.1038/s41588-021-00894-z
312,10.1038/s41588-021-00823-0
313,10.3390/mps4020028
314,10.1103/physrevresearch.3.023209
315,10.1101/2022.03.13.484116
316,10.1093/narcan/zcac022
317,10.1101/2022.07.21.501041
318,10.1038/s41421-021-00360-4
319,10.1007/978-3-658-36591-2_5
320,10.1038/s41587-021-01186-x
321,10.1016/j.cell.2022.02.015
322,10.1016/j.crmeth.2022.100188
323,10.3390/microorganisms10030613
324,10.1101/2022.04.26.489616
325,10.1007/s12539-022-00518-y
326,10.1016/j.jcmgh.2022.04.009
327,10.1101/2022.08.16.504115
328,10.1101/2022.08.16.504171
329,10.1126/science.abf1970
330,10.1016/j.isci.2022.104225
331,10.1016/j.compbiolchem.2022.107670
332,10.1109/access.2022.3161639
333,10.1109/embc46164.2021.9629919
334,10.1101/2022.02.01.478648
335,10.1109/access.2021.3083971
336,10.1016/j.isci.2020.101724
337,10.1016/j.isci.2020.101913
338,10.1016/j.jid.2020.11.028
339,10.1016/j.asoc.2019.106010
340,10.1016/j.joi.2019.100982
341,10.1016/j.joi.2020.101099
342,10.1016/j.exphem.2019.08.009
343,10.1016/j.xcrm.2020.100035
344,10.1016/j.xcrm.2020.100078
345,10.1016/j.cell.2020.09.057
346,10.1016/j.cell.2019.08.010
347,10.1016/j.cell.2020.10.002
348,10.1016/j.cell.2019.10.003
349,10.1016/j.cell.2020.05.017
350,10.1016/j.cell.2020.08.003
351,10.1016/j.celrep.2020.107857
352,10.1016/j.cels.2020.05.010
353,10.1016/j.immuni.2019.11.014
354,10.1038/s41586-021-04345-x
355,10.1681/asn.2021081150
356,10.1093/reseval/rvab027
357,10.1007/978-3-030-93413-2_58
358,10.1007/978-3-030-93413-2_35
359,10.7554/elife.56890
360,10.7554/elife.59404
361,10.7554/elife.62522
362,10.1016/j.cmet.2020.05.017
363,10.1016/j.cub.2020.06.042
364,10.1016/j.devcel.2020.11.010
365,10.1016/j.devcel.2020.07.018
366,10.1101/745679
367,10.1101/775080
368,10.1016/j.eswa.2020.113221
369,10.1242/dev.185777
370,10.1101/2021.12.13.472472
371,10.1101/2021.12.13.472464
372,10.1101/2021.12.10.472137
373,10.1186/s12859-021-04489-7
374,10.1101/2021.11.28.470116
375,10.1002/cpe.6669
376,10.1101/2021.11.22.468617
377,10.1093/bib/bbab531
378,10.1038/s41586-021-04081-2
379,10.1101/2021.11.10.468051
380,10.1101/2021.11.09.467917
381,10.1080/09672567.2021.1993295
382,10.7554/elife.66512
383,10.1158/0008-5472.can-21-3360
384,10.1101/2021.11.01.466826
385,10.1101/2021.10.29.466524
386,10.1007/978-3-030-76409-8_6
387,10.1101/2021.10.17.464718
388,10.1101/2021.10.08.463728
389,10.1016/j.cels.2021.09.004
390,10.1101/2021.10.05.460818
391,10.1172/jci.insight.152198
392,10.1093/bib/bbab573
393,10.1371/journal.pone.0262056
394,10.1088/2632-072x/ac266c
395,10.1016/bs.acr.2022.02.005
396,10.1016/j.jcmgh.2022.02.007
397,10.1038/s41598-022-14192-z
398,10.1007/s13278-022-00936-2
399,10.1145/3486622.3493959
400,10.1101/2022.03.15.484534
401,10.1038/s41467-022-29744-0
402,10.1101/2022.08.07.502893
403,10.1007/s11192-022-04333-6
404,10.1101/gr.275224.121
405,10.1016/j.celrep.2022.110615
406,10.1016/j.celrep.2022.110935
407,10.1101/2022.03.09.483497
408,10.1016/j.ccell.2022.03.008
409,10.1177/01655515211061219
410,10.1177/01655515211061865
411,10.1080/13658816.2022.2055037
412,10.3390/s22155889
413,10.1038/s43018-022-00427-5
414,10.1038/s41598-022-20232-5
415,10.1101/2022.03.14.484316
416,10.2196/39582
417,10.1126/sciimmunol.abl7482
418,10.1371/journal.pone.0274693
419,10.1002/advs.202104682
420,10.1101/2022.03.02.482671
421,10.1101/2022.02.28.482392
422,10.1007/978-1-0716-2525-5_4
423,10.1007/978-3-031-14463-9_10
424,10.7554/elife.70514
425,10.1101/gr.276609.122
426,10.1093/bioinformatics/btac084
427,10.14211/ibjesb.e1742
428,10.1038/s41591-022-01819-x
429,10.1182/blood.2021013450
430,10.1109/icmla52953.2021.00152
431,10.1038/s43018-022-00431-9
432,10.1038/s41588-022-01066-3
433,10.1089/cmb.2022.0251
434,10.1101/2022.03.15.484454
435,10.1109/access.2020.3037015
436,10.1101/2022.06.29.498132
437,10.1093/bib/bbac387
438,10.1007/s41109-022-00501-y
439,10.1186/s13059-022-02749-0
440,10.1101/2022.08.18.504436
441,10.1101/2022.03.16.22272464
442,10.1007/s00439-022-02439-8
443,10.1038/s41592-022-01595-z
444,10.1016/j.jtrangeo.2022.103442
445,10.1101/2022.08.07.502881
446,10.1109/tnse.2020.3049068
447,10.1186/s12864-022-08458-z
448,10.1007/s12539-022-00536-w
449,10.3390/app12189069
450,10.1038/s41467-022-32097-3
451,10.1371/journal.pcbi.1010213
452,10.1016/j.gpb.2022.05.007
453,10.1016/j.celrep.2022.111260
454,10.1101/2022.02.10.479987
455,10.1093/bib/bbac347
456,10.3390/rs14174144
457,10.1038/s41467-022-28396-4
458,10.7554/elife.77058
459,10.1109/access.2022.3170476
460,10.1016/j.celrep.2022.110819
461,10.1038/s41467-021-27619-4
462,10.1101/2022.09.22.509094
463,10.1371/journal.pcbi.1010071
464,10.1186/s13059-022-02622-0
465,10.1101/2022.04.29.22274376
466,10.1007/978-3-031-17834-4_15
467,10.1186/s13059-022-02626-w
468,10.1007/978-3-031-17140-6_26
469,10.1016/j.celrep.2022.111305
470,10.1101/2022.04.28.489887
471,10.1089/cmb.2021.0600
472,10.1109/dsaa53316.2021.9564158
473,10.1007/978-981-19-5217-3_126
474,10.1016/j.celrep.2022.110961
475,10.1128/mbio.00892-22
476,10.1101/2022.05.07.490900
477,10.1101/2022.04.02.486748
478,10.1038/s41467-022-30977-2
479,10.1101/2022.09.06.506756
480,10.1007/s00335-021-09936-7
481,10.1101/2022.05.07.491043
482,10.1101/2022.04.14.488259
483,10.1101/2022.05.17.492336
484,10.1101/2022.05.18.491687
485,10.1109/asonam49781.2020.9381372
486,10.1109/comnetsat53002.2021.9530776
487,10.1080/15476286.2022.2027151
488,10.1007/978-1-0716-1831-8_3
489,10.1101/2022.05.18.492557
490,10.1098/rstb.2021.0055
491,10.1101/2022.06.01.494445
492,10.1101/2022.05.11.22274678
493,10.1016/j.cels.2022.05.007
494,10.1109/infocom42981.2021.9488870
495,10.1080/19475683.2022.2026470
496,10.1101/2022.01.31.478596
497,10.1007/s10489-021-03109-4
498,10.1109/access.2020.2978174
499,10.15252/embj.2021108780
500,10.1016/j.dajour.2022.100027
501,10.1080/03081079.2022.2025794
502,10.1007/978-3-030-88389-8_21
503,10.1007/s12561-022-09335-9
504,10.1101/2022.01.28.478131
505,10.3389/fphys.2022.832417
506,10.3390/math10030405
507,10.1126/science.abi7377
508,10.1126/science.abf5546
509,10.3389/fgene.2021.785290
510,10.1016/j.immuno.2022.100009
511,10.1101/2022.01.23.477426
512,10.1016/j.cell.2022.01.014
513,10.1038/s41467-022-28067-4
514,10.1016/j.dib.2022.107866
515,10.1101/2022.01.17.476665
516,10.1145/3487351.3488278
517,10.1016/j.cell.2021.12.022
518,10.1101/2022.01.14.476072
519,10.1007/7651_2021_435
520,10.1016/j.ejor.2022.01.012
521,10.3389/fimmu.2021.742736
522,10.1101/2022.01.11.474933
523,10.1016/j.crsust.2022.100132
524,10.1007/s13042-021-01471-w
525,10.1016/j.ebiom.2021.103806
526,10.1007/s11192-021-04259-5
527,10.1016/j.psychres.2021.114380
528,10.1007/978-3-030-93413-2_12
529,10.1007/s41109-022-00506-7
530,10.1101/2022.04.14.488324
531,10.1016/j.jgg.2022.03.014
532,10.1145/3511716.3511763
533,10.1007/s00607-022-01121-1
534,10.1038/s41588-022-01187-9
535,10.1007/s41109-022-00509-4
536,10.1101/2022.04.15.488440
537,10.1177/11769351221086441
538,10.12688/f1000research.54864.2
539,10.1016/j.physa.2022.127063
540,10.1101/2022.02.15.480506
541,10.1177/11769343221123050
542,10.1016/j.psep.2022.09.054
543,10.1016/j.xcrm.2022.100525
544,10.1101/2022.09.23.508961
545,10.1101/2022.02.14.480403
546,10.1101/2022.09.25.509355
547,10.1080/2162402x.2022.2039432
548,10.1016/j.isci.2022.104772
549,10.1158/2326-6066.cir-20-0645
550,10.1101/2022.09.26.509561
551,10.1172/jci152780
552,10.1007/s10844-022-00740-6
553,10.3389/fendo.2022.1020000
554,10.1162/qss_a_00154
555,10.1038/s41467-021-24730-4
556,10.1145/3487351.3488339
557,10.3390/ijerph19073808
558,10.1155/2022/4969441
559,10.1093/bib/bbac105
560,10.1111/ejn.15653
561,10.1038/s41586-022-04461-2
562,10.1101/2022.02.28.482336
563,10.1084/jem.20210749
564,10.1101/2021.06.09.447732
565,10.1101/2021.06.15.21258703
566,10.1126/sciimmunol.abm2077
567,10.1016/j.patter.2022.100523
568,10.1007/978-3-031-14721-0_15
569,10.1101/2022.03.01.482381
570,10.1016/j.cities.2022.103929
571,10.1038/s41562-022-01367-x
572,10.3390/e24030365
573,10.1101/2022.03.02.482693
574,10.1101/2022.08.23.505019
575,10.1038/s42256-022-00518-z
576,10.7554/elife.76071
577,10.1186/s13059-021-02281-7
578,10.1186/s13059-021-02286-2
579,10.1186/s13059-021-02313-2
580,10.1038/s41422-022-00687-x
581,10.1177/08944393211055813
582,10.1016/j.comnet.2022.109129
583,10.1016/j.ccell.2022.01.004
584,10.1101/2022.01.31.478592
585,10.1016/j.devcel.2022.04.003
586,10.1101/2022.01.29.478120
587,10.1101/2022.02.25.481981
588,10.1136/jitc-2021-004346
589,10.1101/2021.05.10.443472
590,10.1101/2021.05.20.445027
591,10.1101/2022.01.17.476575
592,10.1016/j.patrec.2021.01.007
593,10.1016/j.patter.2021.100213
594,10.1101/2020.08.10.20170894
595,10.1080/00343404.2021.2014444
596,10.1155/2021/8848566
597,10.1016/j.envsoft.2022.105320
598,10.1038/s41418-022-00932-1
599,10.1101/2021.07.17.452808
600,10.1101/2021.07.19.452956
601,10.1101/2021.07.20.21260845
602,10.1101/2021.07.24.453650
603,10.1101/2021.07.29.454342
604,10.1038/s41592-021-01346-6
605,10.1038/s42003-021-02985-3
606,10.1038/s41598-021-82649-8
607,10.1007/978-3-030-97240-0_11
608,10.1101/2022.01.06.475253
609,10.1186/s13059-021-02593-8
610,10.1093/bib/bbab579
611,10.1007/s11403-021-00343-4
612,10.1101/2021.01.16.426941
613,10.1101/2021.01.20.427499
614,10.1093/comnet/cnab004
615,10.1101/2021.06.24.21259087
616,10.1101/2021.06.25.449902
617,10.1101/2021.06.28.448342
618,10.1126/science.aba6500
619,10.1126/science.abb1625
620,10.1101/2021.03.26.437190
621,10.1038/s41467-021-21702-6
622,10.1038/s41467-021-21810-3
623,10.1038/s41467-021-23329-z
624,10.1038/s41467-021-24110-y
625,10.1101/2021.01.29.428708
626,10.1101/2021.02.10.430705
627,10.1038/s41586-021-03232-9
628,10.1038/s41586-021-03475-6
629,10.1038/s41586-021-03552-w
630,10.1038/s41587-020-00803-5
631,10.1007/s11192-022-04581-6
632,10.3390/ijerph19159311
633,10.1186/s40478-022-01472-y
634,10.1038/s42255-022-00657-y
635,10.21203/rs.3.rs-2263892/v1
636,10.1038/s41588-022-01134-8
637,10.1007/s10588-022-09371-2
638,10.1038/s41556-022-00955-3
639,10.21203/rs.3.rs-1858513/v1
640,10.1109/icaitpr51569.2022.9844211
641,10.3390/cells11223685
642,10.1145/3535508.3545525
643,10.1111/exsy.13181
644,10.1093/nar/gkac1044
645,10.1172/jci.insight.156330
646,10.1084/jem.20212437
647,10.1126/science.abo1984
648,10.3389/fpsyg.2022.863926
649,10.1016/j.procs.2022.11.002
650,10.1101/2022.08.03.502409
651,10.1101/2022.08.01.22278133
652,10.1371/journal.pone.0271584
653,10.1016/j.devcel.2022.08.009
654,10.23919/picmet53225.2022.9882578
655,10.23919/picmet53225.2022.9882648
656,10.1038/s41698-022-00305-4
657,10.1038/s41588-022-01167-z
658,10.1101/2020.07.25.221069
659,10.3389/fcell.2022.884748
660,10.1007/s13278-022-00978-6
661,10.1101/2021.01.17.427004
662,10.1101/2022.10.24.513487
663,10.1016/j.patter.2021.100212
664,10.3390/jcdd9110374
665,10.1145/3502178.3529111
666,10.21203/rs.3.rs-2199519/v1
667,10.1101/2022.11.02.514777
668,10.1101/2022.11.03.514906
669,10.1038/s41593-022-01181-8
670,10.1038/s12276-022-00874-1
671,10.1016/j.isci.2022.105497
672,10.1101/2022.04.21.489121
673,10.1007/s10875-022-01351-0
674,10.3389/fimmu.2022.1006665
675,10.21203/rs.3.rs-1907697/v1
676,10.1101/2022.08.30.505834
677,10.1093/bioadv/vbac051
678,10.1101/2022.08.31.506080
679,10.1101/2022.10.10.511528
680,10.1101/2022.07.16.500312
681,10.1093/llc/fqac063
682,10.3389/fphar.2022.995459
683,10.1016/j.celrep.2022.111050
684,10.1002/jgt.22896
685,10.1038/s41598-022-16127-0
686,10.1038/s41556-022-00961-5
687,10.1101/2022.10.12.511882
688,10.1101/2022.10.12.511675
689,10.1101/2020.08.06.240424
690,10.1038/s43588-022-00266-5
691,10.1186/s13059-022-02706-x
692,10.1177/08944393221131928
693,10.1101/2022.11.16.516728
694,10.1038/s41467-022-33944-z
695,10.1101/2020.05.06.080259
696,10.21203/rs.3.rs-2298627/v1
697,10.1101/2021.10.25.465802
698,10.1101/2021.10.22.465455
699,10.1007/s40042-022-00590-z
700,10.1016/j.isci.2022.104980
701,10.1016/j.xpro.2022.101625
702,10.1162/qss_a_00202
703,10.1101/2022.09.16.508204
704,10.1101/2022.10.01.510457
705,10.1109/prai55851.2022.9904157
706,10.1101/2022.10.02.508471
707,10.1093/nar/gkac781
708,10.1109/csase48920.2020.9142102
709,10.7554/elife.73971
710,10.3389/fimmu.2022.892254
711,10.1016/j.celrep.2021.110132
712,10.1109/icodse53690.2021.9648474
713,10.1101/2021.12.17.457386
714,10.1101/2022.02.28.482280
715,10.1101/2021.12.15.472220
716,10.1038/s41467-022-31739-w
717,10.1016/j.bcp.2022.115161
718,10.1158/2643-3230.bcd-21-0075
719,10.1016/j.aei.2022.101680
720,10.1101/2022.07.12.499681
721,10.1101/2021.03.22.436471
722,10.1016/j.celrep.2022.110662
723,10.1038/s41467-022-30722-9
724,10.1038/s41587-022-01341-y
725,10.3389/fdata.2022.894632
726,10.1109/tii.2022.3203059
727,10.1093/reseval/rvac033
728,10.1140/epjds/s13688-022-00338-6
729,10.1016/j.cell.2021.11.031
730,10.2196/preprints.39582
731,10.1101/2022.06.15.496201
732,10.1093/bioinformatics/btac720
733,10.1007/s41109-022-00466-y
734,10.1038/s41591-022-01959-0
735,10.1101/2022.09.08.507112
736,10.1007/s10940-022-09549-6
737,10.1080/1350178x.2021.2011374
738,10.1016/j.jbi.2022.104055
739,10.1002/glia.24267
740,10.1093/llc/fqac016
741,10.1038/s42003-022-04088-z
742,10.1038/s41598-022-20142-6
743,10.1016/j.aap.2022.106833
744,10.1101/2022.09.30.509798
745,10.1101/2022.10.24.513565
746,10.1101/2022.09.29.510158
747,10.1016/j.cell.2022.10.017
748,10.1101/2022.04.22.487554
749,10.1016/j.isci.2022.105209
750,10.1145/3477314.3507689
751,10.1038/s41467-022-32061-1
752,10.1172/jci.insight.159751
753,10.3389/fgene.2022.847112
754,10.1101/2022.10.02.510507
755,10.1016/j.imlet.2022.04.008
756,10.1038/s41598-022-11534-9
757,10.1101/2022.10.10.22280924
758,10.1101/2022.10.07.22280811
759,10.1111/itor.13228
760,10.1021/acs.jctc.2c00454
761,10.1101/2022.06.20.496914
762,10.1016/j.jfs.2022.101006
763,10.1002/jmv.28174
764,10.1101/2022.11.04.515202
765,10.1016/j.cities.2022.103975
766,10.1038/s41592-022-01663-4
767,10.1371/journal.pcbi.1010702
768,10.1101/2022.11.11.516131
769,10.3390/publications10040045
770,10.1016/j.lrp.2022.102219
771,10.1007/978-3-031-04749-7_24
772,10.1126/sciadv.abj3063
773,10.1101/2022.11.22.517553
774,10.1002/widm.1476
775,10.1038/s41467-022-34185-w
776,10.1007/978-3-031-09469-9_14
777,10.1101/2022.02.06.479300
778,10.1101/2022.11.18.517130
779,10.1007/978-3-031-09677-8_35
780,10.1016/j.cell.2022.09.039
781,10.1038/s41592-022-01657-2
782,10.1016/j.celrep.2022.111630
783,10.1101/2022.10.29.514347
784,10.2139/ssrn.3751053
785,10.1109/access.2022.3156944
786,10.1016/j.jmb.2022.167679
787,10.3390/genes13081335
788,10.1038/s41467-022-30934-z
789,10.1101/2022.08.27.505439
790,10.1101/2022.07.19.500677
791,10.1101/2022.08.21.504714
792,10.1242/dev.200693
793,10.1007/s41109-022-00500-z
794,10.1162/qss_a_00194
795,10.1073/pnas.2119281119
796,10.1016/j.celrep.2022.110979
797,10.1057/s41599-022-01267-5
798,10.1007/s11192-022-04486-4
799,10.1093/nar/gkac412
800,10.1038/s41467-022-32644-y
801,10.1038/s41587-022-01476-y
802,10.1186/s40537-022-00627-x
803,10.1101/2022.06.27.496265
804,10.1101/660993
805,10.1155/2021/1772407
806,10.1152/ajplung.00254.2021
807,10.1109/access.2019.2939864
808,10.1101/2022.09.07.506959
809,10.1093/stmcls/sxac025
810,10.3389/fimmu.2022.837842
811,10.1109/icuas48674.2020.9213923
812,10.1101/2021.10.01.462521
813,10.1101/2021.12.06.470953
814,10.1038/s41422-022-00719-6
